RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
822786-663542,822786,2026-07-19,CWS,TOR,A,663542,Bryan Hudson,RELIEF_OR_BULK,7,7,3,3,0,0,0,0,False,False,15,4,4,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,STARTER,MLB,False
822786-680755,822786,2026-07-19,TOR,CWS,H,680755,Braydon Fisher,RELIEF_OR_BULK,1,6,3,2,6,6,3,3,False,False,7,3,2,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
822786-681751,822786,2026-07-19,TOR,CWS,H,681751,Lazaro Estrada,RELIEF_OR_BULK,28,32,9,7,0,0,0,0,False,False,10,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
822786-689254,822786,2026-07-19,TOR,CWS,H,689254,Mason Fluharty,RELIEF_OR_BULK,7,28,8,6,0,0,0,0,False,False,22,4,4,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
822786-691799,822786,2026-07-19,CWS,TOR,A,691799,Grant Taylor,RELIEF_OR_BULK,7,22,6,5,0,0,0,0,False,False,9,4,3,0,0,2,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823523-656234,823523,2026-07-19,NYY,LAD,H,656234,Jake Bird,RELIEF_OR_BULK,8,6,2,2,0,0,0,0,False,False,34,7,1,5,5,4,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823523-657612,823523,2026-07-19,NYY,LAD,H,657612,Tim Hill,RELIEF_OR_BULK,6,11,3,2,0,0,0,0,False,False,23,6,4,0,0,0,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823523-666808,823523,2026-07-19,NYY,LAD,H,666808,Camilo Doval,RELIEF_OR_BULK,9,13,4,2,0,0,0,0,False,False,31,8,5,0,0,0,3,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823523-683409,823523,2026-07-19,NYY,LAD,H,683409,Angel Chivilli,RELIEF_OR_BULK,6,17,5,3,0,0,0,0,False,False,20,4,4,0,0,0,0,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-621345,823439,2026-07-19,NYM,PHI,A,621345,A.J. Minter,RELIEF_OR_BULK,7,12,4,3,0,0,0,0,False,False,14,5,3,1,1,3,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-623211,823439,2026-07-19,NYM,PHI,A,623211,Huascar Brazobán,RELIEF_OR_BULK,2,12,3,3,0,12,0,3,False,False,22,4,3,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-641835,823439,2026-07-19,PHI,NYM,H,641835,Tim Mayza,RELIEF_OR_BULK,8,36,8,3,0,0,0,0,False,False,22,6,3,1,1,4,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-661395,823439,2026-07-19,PHI,NYM,H,661395,Jhoan Duran,RELIEF_OR_BULK,7,8,3,3,0,0,0,0,False,False,22,4,3,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-672335,823439,2026-07-19,NYM,PHI,A,672335,Cionel Pérez,RELIEF_OR_BULK,8,33,7,2,0,0,0,0,False,False,18,4,3,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-676661,823439,2026-07-19,PHI,NYM,H,676661,Max Lazar,RELIEF_OR_BULK,8,16,7,3,0,0,0,0,False,False,42,8,5,0,0,1,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
823439-686751,823439,2026-07-19,PHI,NYM,H,686751,Seth Johnson,RELIEF_OR_BULK,2,27,8,6,0,27,0,8,False,False,31,7,4,0,0,1,2,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824739-518886,824739,2026-07-19,TB,BOS,A,518886,Craig Kimbrel,RELIEF_OR_BULK,1,20,4,3,20,20,4,4,False,False,14,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824739-663558,824739,2026-07-19,BOS,TB,H,663558,Jovani Morán,RELIEF_OR_BULK,1,11,6,6,11,11,6,6,False,False,15,4,3,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824739-669711,824739,2026-07-19,BOS,TB,H,669711,Greg Weissert,RELIEF_OR_BULK,1,7,4,2,7,7,4,4,False,False,12,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824739-670245,824739,2026-07-19,BOS,TB,H,670245,Ryan Watson,RELIEF_OR_BULK,0,23,7,6,23,23,7,7,True,False,19,5,3,0,0,1,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824739-688297,824739,2026-07-19,TB,BOS,A,688297,Chris Roycroft,RELIEF_OR_BULK,1,39,11,6,39,39,11,11,False,False,24,8,6,0,0,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824897-628452,824897,2026-07-19,ATL,TEX,H,628452,Raisel Iglesias,RELIEF_OR_BULK,0,8,3,3,8,8,3,3,True,False,8,4,3,1,1,1,0,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
824897-641302,824897,2026-07-19,TEX,ATL,A,641302,Tyler Alexander,RELIEF_OR_BULK,0,14,5,3,14,14,5,5,True,False,5,3,1,2,2,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v99_sheet01_0719.csv,QA_VALIDATED_PBP_V99,RELIEF_OR_BULK,MLB,False
