RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
824244-608379,824244,2026-07-25,KC,DET,A,608379,Michael Wacha,STARTER,4.0,96.0,23.0,18.0,0.0,0.0,0.0,0.0,False,False,96,28,21,2,2,6,2,3,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,1,Bot,4,53
824244-621097,824244,2026-07-25,DET,KC,H,621097,Jacob Waguespack,RELIEF_OR_BULK,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,False,False,24,7,5,1,1,1,0,1,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,8,Top,56,65
824244-640448,824244,2026-07-25,DET,KC,H,640448,Kyle Finnegan,RELIEF_OR_BULK,1.0,2.0,1.0,2.0,2.0,16.0,1.0,5.0,False,False,7,3,1,1,1,2,0,1,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,7,Top,46,48
824244-656638,824244,2026-07-25,KC,DET,A,656638,Alex Lange,RELIEF_OR_BULK,3.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,16,4,3,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,9,Bot,67,70
824244-663554,824244,2026-07-25,DET,KC,H,663554,Casey Mize,STARTER,5.0,74.0,16.0,10.0,0.0,0.0,0.0,0.0,False,False,85,21,18,1,1,3,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,1,Top,0,40
824244-663738,824244,2026-07-25,KC,DET,A,663738,Daniel Lynch IV,RELIEF_OR_BULK,2.0,11.0,3.0,3.0,0.0,11.0,0.0,3.0,False,False,12,4,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,8,Bot,59,66
824244-663947,824244,2026-07-25,DET,KC,H,663947,Tyler Holton,RELIEF_OR_BULK,1.0,26.0,6.0,5.0,26.0,26.0,6.0,6.0,False,False,11,4,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/824244/feed/live,True,7,Top,49,55
822704-656492,822704,2026-07-25,WSH,AZ,H,656492,Foster Griffin,STARTER,5.0,97.0,28.0,21.0,0.0,0.0,0.0,0.0,False,False,108,26,20,3,3,6,1,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/822704/feed/live,True,1,Top,0,55
822704-664199,822704,2026-07-25,AZ,WSH,A,664199,Taylor Clarke,RELIEF_OR_BULK,1.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,False,False,9,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/822704/feed/live,True,8,Bot,66,68
822704-672629,822704,2026-07-25,AZ,WSH,A,672629,Gerardo Carrillo,RELIEF_OR_BULK,2.0,42.0,9.0,6.0,0.0,42.0,0.0,9.0,False,False,35,10,6,0,0,2,2,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,QA_VALIDATED_CANONICAL_V105,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-25.parquet,https://statsapi.mlb.com/api/v1.1/game/822704/feed/live,True,6,Bot,48,62
