RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
824830-552640,824830,2026-06-09,BAL,SEA,H,552640,Andrew Kittredge,RELIEF_OR_BULK,4.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,19,6,3,1,1,3,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-642100,824830,2026-06-09,SEA,BAL,A,642100,Gabe Speier,RELIEF_OR_BULK,1.0,14.0,3.0,3.0,14.0,28.0,3.0,7.0,False,False,12,4,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-669211,824830,2026-06-09,BAL,SEA,H,669211,Keegan Akin,RELIEF_OR_BULK,2.0,24.0,8.0,6.0,0.0,24.0,0.0,8.0,False,False,17,5,4,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-669330,824830,2026-06-09,BAL,SEA,H,669330,Tyler Wells,RELIEF_OR_BULK,1.0,7.0,2.0,2.0,7.0,7.0,2.0,2.0,False,False,8,3,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-670329,824830,2026-06-09,BAL,SEA,H,670329,Rico Garcia,RELIEF_OR_BULK,1.0,13.0,3.0,2.0,13.0,13.0,3.0,3.0,False,False,15,4,3,2,1,1,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-678606,824830,2026-06-09,SEA,BAL,A,678606,José A. Ferrer,RELIEF_OR_BULK,1.0,18.0,3.0,1.0,18.0,33.0,3.0,7.0,False,False,42,8,3,2,2,3,1,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-689546,824830,2026-06-09,SEA,BAL,A,689546,Nick Davila,RELIEF_OR_BULK,16.0,24.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,14,5,3,1,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
824830-695380,824830,2026-06-09,SEA,BAL,A,695380,Alex Hoppe,RELIEF_OR_BULK,3.0,22.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,9,4,3,1,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
822969-592454,822969,2026-06-09,BOS,TB,A,592454,Tommy Kahnle,RELIEF_OR_BULK,4.0,34.0,9.0,6.0,0.0,0.0,0.0,0.0,False,False,15,4,3,0,0,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
822969-641329,822969,2026-06-09,TB,BOS,H,641329,Bryan Baker,RELIEF_OR_BULK,0.0,12.0,4.0,3.0,12.0,12.0,4.0,4.0,True,False,13,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v62_sheet01_0609.csv,QA_VALIDATED_PBP_V62,RELIEF_OR_BULK,MLB,False
