RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
824414-669387,824414,2026-07-18,PIT,CLE,A,669387,Carmen Mlodzinski,RELIEF_OR_BULK,6.0,57.0,14.0,9.0,0.0,0.0,0.0,0.0,False,False,41,11,9,0,0,2,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824414/feed/live,True,6,Bot,44,63
824414-670036,824414,2026-07-18,CLE,PIT,H,670036,Matt Festa,RELIEF_OR_BULK,9.0,31.0,6.0,2.0,0.0,0.0,0.0,0.0,False,False,28,6,4,2,2,2,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824414/feed/live,True,7,Top,47,56
824414-676051,824414,2026-07-18,CLE,PIT,H,676051,Codi Heuer,RELIEF_OR_BULK,37.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0,False,False,18,6,5,0,0,2,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824414/feed/live,True,8,Top,57,66
824414-676755,824414,2026-07-18,PIT,CLE,A,676755,Isaac Mattson,RELIEF_OR_BULK,5.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,20,4,3,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824414/feed/live,True,9,Bot,67,70
824657-573204,824657,2026-07-18,CHC,MIN,H,573204,Caleb Thielbar,RELIEF_OR_BULK,5.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,False,False,15,4,3,1,1,1,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824657/feed/live,True,7,Top,50,53
824657-657097,824657,2026-07-18,CHC,MIN,H,657097,Jacob Webb,RELIEF_OR_BULK,5.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,17,4,3,0,0,3,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824657/feed/live,True,9,Top,68,71
824657-663423,824657,2026-07-18,CHC,MIN,H,663423,Trent Thornton,RELIEF_OR_BULK,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,10,4,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824657/feed/live,True,8,Top,60,63
824657-696070,824657,2026-07-18,MIN,CHC,A,696070,Kendry Rojas,RELIEF_OR_BULK,8.0,47.0,11.0,6.0,0.0,0.0,0.0,0.0,False,False,18,4,3,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824657/feed/live,True,8,Bot,64,67
824657-702474,824657,2026-07-18,MIN,CHC,A,702474,Mike Paredes,RELIEF_OR_BULK,14.0,81.0,18.0,12.0,0.0,0.0,0.0,0.0,False,False,40,10,6,1,1,3,1,4,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,QA_VALIDATED_CANONICAL_V98,STARTER,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824657/feed/live,True,6,Bot,46,59
823441-621237,823441,2026-07-18,PHI,NYM,H,621237,José Alvarado,RELIEF_OR_BULK,5.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,16,4,3,0,0,1,0,1,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=823441,QA_VALIDATED_CANONICAL_V98,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=823441,https://statsapi.mlb.com/api/v1.1/game/823441/feed/live,True,7,Top,57,60
