RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
823539-594027,823539,2026-08-29,BOS,NYY,A,594027,Tyron Guerrero,RELIEF_OR_BULK,0.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,True,False,18,4,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,7,Bot,49,52
823539-607074,823539,2026-08-29,NYY,BOS,H,607074,Carlos Rodón,STARTER,5.0,76.0,17.0,12.0,0.0,0.0,0.0,0.0,False,False,88,19,14,2,2,3,1,5,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,1,Top,0,32
823539-623437,823539,2026-08-29,NYY,BOS,H,623437,Justin Topa,RELIEF_OR_BULK,1.0,34.0,11.0,6.0,34.0,34.0,11.0,11.0,False,False,21,5,3,0,0,2,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,6,Top,38,42
823539-642232,823539,2026-08-29,NYY,BOS,H,642232,Ryan Yarbrough,RELIEF_OR_BULK,5.0,26.0,7.0,5.0,0.0,0.0,0.0,0.0,False,False,60,15,9,4,4,4,2,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,7,Top,46,67
823539-660787,823539,2026-08-29,NYY,BOS,H,660787,Yerry De los Santos,RELIEF_OR_BULK,1.0,14.0,4.0,3.0,14.0,14.0,4.0,4.0,False,False,5,1,1,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,5,Top,33,33
823539-663558,823539,2026-08-29,BOS,NYY,A,663558,Jovani Morán,RELIEF_OR_BULK,2.0,33.0,8.0,6.0,0.0,33.0,0.0,8.0,False,False,12,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,9,Bot,68,70
823539-676477,823539,2026-08-29,BOS,NYY,A,676477,Garrett Whitlock,RELIEF_OR_BULK,19.0,23.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,13,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,8,Bot,56,58
823539-687562,823539,2026-08-29,BOS,NYY,A,687562,Jake Bennett,STARTER,5.0,84.0,29.0,21.0,0.0,0.0,0.0,0.0,False,False,83,21,18,0,0,3,0,7,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/823539/feed/live,True,1,Bot,4,45
824230-445276,824230,2026-08-29,DET,LAD,H,445276,Kenley Jansen,RELIEF_OR_BULK,3.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,4,1,1,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/824230/feed/live,True,9,Top,67,67
824230-605483,824230,2026-08-29,LAD,DET,A,605483,Blake Snell,STARTER,5.0,94.0,24.0,18.0,0.0,0.0,0.0,0.0,False,False,99,22,15,1,1,3,3,10,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,QA_VALIDATED_CANONICAL_V140,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-29.parquet,https://statsapi.mlb.com/api/v1.1/game/824230/feed/live,True,1,Bot,3,38
