RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
823342-445276,823342,2026-08-19,DET,PIT,A,445276,Kenley Jansen,RELIEF_OR_BULK,1.0,8.0,3.0,3.0,8.0,8.0,3.0,3.0,False,False,17,4,2,2,2,2,0,1,2,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,9,Bot,71,74
823342-596133,823342,2026-08-19,PIT,DET,H,596133,Luke Weaver,RELIEF_OR_BULK,3.0,26.0,7.0,3.0,0.0,0.0,0.0,0.0,False,False,17,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,8,Top,58,60
823342-621097,823342,2026-08-19,DET,PIT,A,621097,Jacob Waguespack,RELIEF_OR_BULK,2.0,28.0,7.0,6.0,0.0,28.0,0.0,7.0,False,False,15,3,2,1,1,1,0,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,7,Bot,54,56
823342-640448,823342,2026-08-19,DET,PIT,A,640448,Kyle Finnegan,RELIEF_OR_BULK,1.0,27.0,5.0,2.0,27.0,27.0,5.0,5.0,False,False,22,5,3,0,0,0,2,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,8,Bot,61,65
823342-642397,823342,2026-08-19,PIT,DET,H,642397,Gregory Soto,RELIEF_OR_BULK,1.0,15.0,5.0,3.0,15.0,15.0,5.0,5.0,False,False,19,5,5,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,5,Top,37,45
823342-663947,823342,2026-08-19,DET,PIT,A,663947,Tyler Holton,RELIEF_OR_BULK,2.0,33.0,8.0,3.0,0.0,33.0,0.0,8.0,False,False,9,3,2,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,6,Bot,47,49
823342-666808,823342,2026-08-19,PIT,DET,H,666808,Camilo Doval,RELIEF_OR_BULK,1.0,12.0,4.0,3.0,12.0,27.0,4.0,9.0,False,False,15,4,3,0,0,0,1,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,7,Top,50,53
823342-682254,823342,2026-08-19,PIT,DET,H,682254,Mason Montgomery,RELIEF_OR_BULK,0.0,15.0,4.0,3.0,15.0,26.0,4.0,7.0,True,False,26,5,3,0,0,2,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,9,Top,66,70
823342-805427,823342,2026-08-19,DET,PIT,A,805427,Drew Sommers,RELIEF_OR_BULK,1.0,25.0,5.0,5.0,25.0,25.0,5.0,5.0,False,False,6,1,1,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823342/feed/live,True,7,Bot,57,57
823587-650960,823587,2026-08-19,NYM,SD,H,650960,Daniel Duarte,RELIEF_OR_BULK,1.0,14.0,3.0,3.0,14.0,25.0,3.0,6.0,False,False,10,3,3,0,0,0,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,QA_VALIDATED_CANONICAL_V130,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-19.parquet,https://statsapi.mlb.com/api/v1.1/game/823587/feed/live,True,8,Top,54,56
