RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
823421-592773,823421,2026-08-23,STL,PHI,A,592773,Ryne Stanek,RELIEF_OR_BULK,2.0,19.0,4.0,2.0,0.0,19.0,0.0,4.0,False,False,10,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,7,Bot,53,55
823421-641835,823421,2026-08-23,PHI,STL,H,641835,Tim Mayza,RELIEF_OR_BULK,1.0,19.0,4.0,2.0,19.0,19.0,4.0,4.0,False,False,24,6,4,0,0,1,1,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,7,Top,51,59
823421-666277,823421,2026-08-23,STL,PHI,A,666277,George Soriano,RELIEF_OR_BULK,2.0,25.0,6.0,2.0,0.0,25.0,0.0,6.0,False,False,13,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,8,Bot,60,62
823421-676617,823421,2026-08-23,STL,PHI,A,676617,Riley O'Brien,RELIEF_OR_BULK,2.0,15.0,4.0,1.0,0.0,15.0,0.0,4.0,False,False,39,8,2,6,6,5,1,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,9,Bot,66,73
823421-677865,823421,2026-08-23,STL,PHI,A,677865,Justin Bruihl,RELIEF_OR_BULK,1.0,21.0,7.0,6.0,21.0,21.0,7.0,7.0,False,False,15,4,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,6,Bot,42,45
823421-686934,823421,2026-08-23,PHI,STL,H,686934,Alex McFarlane,RELIEF_OR_BULK,1.0,9.0,3.0,3.0,9.0,9.0,3.0,3.0,False,False,10,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,9,Top,63,65
823421-703725,823421,2026-08-23,STL,PHI,A,703725,Luis Gastelum,RELIEF_OR_BULK,1.0,21.0,5.0,3.0,21.0,21.0,5.0,5.0,False,False,15,4,3,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823421/feed/live,True,5,Bot,34,37
823507-621112,823507,2026-08-23,NYY,TOR,H,621112,Paul Blackburn,RELIEF_OR_BULK,1.0,16.0,4.0,3.0,16.0,16.0,4.0,4.0,False,False,25,6,6,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823507/feed/live,True,5,Top,35,44
823507-642232,823507,2026-08-23,NYY,TOR,H,642232,Ryan Yarbrough,RELIEF_OR_BULK,2.0,46.0,9.0,9.0,0.0,46.0,0.0,9.0,False,False,26,7,5,1,1,2,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823507/feed/live,True,7,Top,53,64
823507-663893,823507,2026-08-23,TOR,NYY,A,663893,Brendon Little,RELIEF_OR_BULK,1.0,21.0,4.0,3.0,21.0,21.0,4.0,4.0,False,False,24,5,3,2,2,2,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,QA_VALIDATED_CANONICAL_V134,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-23.parquet,https://statsapi.mlb.com/api/v1.1/game/823507/feed/live,True,7,Bot,56,60
