RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
824748-543243,824748,2026-06-18,BOS,TOR,H,543243,Sonny Gray,STARTER,5.0,88.0,23.0,18.0,0.0,0.0,0.0,0.0,False,False,89,27,21,3,3,6,1,4,2,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824748/feed/live,True,1,Top,0,46
824748-547973,824748,2026-06-18,BOS,TOR,H,547973,Aroldis Chapman,RELIEF_OR_BULK,4.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,20,5,3,1,1,2,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824748/feed/live,True,9,Top,61,65
824748-667297,824748,2026-06-18,TOR,BOS,A,667297,Tommy Nance,RELIEF_OR_BULK,1.0,16.0,5.0,2.0,16.0,16.0,5.0,5.0,False,False,14,3,2,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824748/feed/live,True,8,Bot,58,60
824748-686580,824748,2026-06-18,BOS,TOR,H,686580,Justin Slaten,RELIEF_OR_BULK,4.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,15,4,3,0,0,2,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824748/feed/live,True,8,Top,51,54
824748-689254,824748,2026-06-18,TOR,BOS,A,689254,Mason Fluharty,RELIEF_OR_BULK,0.0,11.0,3.0,1.0,11.0,11.0,3.0,3.0,True,False,5,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824748/feed/live,True,9,Bot,66,68
824748-702056,824748,2026-06-18,TOR,BOS,A,702056,Trey Yesavage,STARTER,5.0,81.0,25.0,15.0,0.0,0.0,0.0,0.0,False,False,95,26,22,3,3,4,0,6,2,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/824748/feed/live,True,1,Bot,5,57
823772-669270,823772,2026-06-18,MIL,CLE,H,669270,Joel Kuhnel,RELIEF_OR_BULK,1.0,11.0,2.0,1.0,11.0,11.0,2.0,2.0,False,False,21,5,3,1,1,1,1,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/823772/feed/live,True,6,Top,43,47
823772-670059,823772,2026-06-18,CLE,MIL,A,670059,Colin Holderman,RELIEF_OR_BULK,1.0,7.0,2.0,1.0,7.0,7.0,2.0,2.0,False,False,17,3,1,0,0,0,1,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/823772/feed/live,True,7,Bot,61,63
823772-671922,823772,2026-06-18,CLE,MIL,A,671922,Cade Smith,RELIEF_OR_BULK,4.0,31.0,6.0,4.0,0.0,0.0,0.0,0.0,False,False,22,6,4,0,0,0,2,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/823772/feed/live,True,8,Bot,73,82
823772-675660,823772,2026-06-18,MIL,CLE,H,675660,Shane Drohan,STARTER,4.0,78.0,23.0,15.0,0.0,0.0,0.0,0.0,False,False,91,21,15,1,1,3,3,3,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,QA_VALIDATED_CANONICAL_V71,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-18.parquet,https://statsapi.mlb.com/api/v1.1/game/823772/feed/live,True,1,Top,0,39
