RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
823368-664126,823368,2026-06-14,MIA,PIT,A,664126,Pete Fairbanks,RELIEF_OR_BULK,2.0,13.0,3.0,3.0,0.0,13.0,0.0,3.0,False,False,14,4,3,1,1,1,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/823368/feed/live,True,9,Bot,75,78
823368-676534,823368,2026-06-14,MIA,PIT,A,676534,Calvin Faucher,RELIEF_OR_BULK,0.0,15.0,5.0,3.0,15.0,28.0,5.0,8.0,True,False,16,5,3,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/823368/feed/live,True,7,Bot,54,58
823368-676604,823368,2026-06-14,MIA,PIT,A,676604,Tyler Zuber,RELIEF_OR_BULK,4.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,False,False,16,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/823368/feed/live,True,8,Bot,67,69
823368-676755,823368,2026-06-14,PIT,MIA,H,676755,Isaac Mattson,RELIEF_OR_BULK,27.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,27,6,4,0,0,0,2,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/823368/feed/live,True,8,Top,66,74
823368-681895,823368,2026-06-14,PIT,MIA,H,681895,Evan Sisk,RELIEF_OR_BULK,2.0,31.0,7.0,2.0,0.0,31.0,0.0,7.0,False,False,16,3,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/823368/feed/live,True,7,Top,51,53
823368-684049,823368,2026-06-14,PIT,MIA,H,684049,Brandan Bidois,RELIEF_OR_BULK,2.0,29.0,7.0,4.0,0.0,29.0,0.0,7.0,False,False,21,7,2,2,2,4,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/823368/feed/live,True,8,Top,59,65
822722-571945,822722,2026-06-14,WSH,SEA,H,571945,Miles Mikolas,RELIEF_OR_BULK,5.0,54.0,17.0,14.0,0.0,0.0,0.0,0.0,False,False,83,23,21,0,0,3,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/822722/feed/live,True,2,Top,9,61
822722-621074,822722,2026-06-14,SEA,WSH,A,621074,Michael Rucker,RELIEF_OR_BULK,1.0,9.0,3.0,3.0,9.0,9.0,3.0,3.0,False,False,13,4,3,1,1,1,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/822722/feed/live,True,7,Bot,55,58
822722-662253,822722,2026-06-14,SEA,WSH,A,662253,Andrés Muñoz,RELIEF_OR_BULK,5.0,20.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,9,2,0,2,2,1,1,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/822722/feed/live,True,8,Bot,62,63
822722-678606,822722,2026-06-14,SEA,WSH,A,678606,José A. Ferrer,RELIEF_OR_BULK,0.0,10.0,4.0,1.0,10.0,10.0,4.0,4.0,True,False,10,4,3,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,QA_VALIDATED_CANONICAL_V67,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-14.parquet,https://statsapi.mlb.com/api/v1.1/game/822722/feed/live,True,5,Bot,40,43
