RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823837-664126,823837,2026-07-29,MIA,PHI,H,664126,Pete Fairbanks,RELIEF_OR_BULK,0.0,9.0,3.0,3.0,9.0,18.0,3.0,6.0,True,False,13,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
823837-676604,823837,2026-07-29,MIA,PHI,H,676604,Tyler Zuber,RELIEF_OR_BULK,1.0,15.0,4.0,2.0,15.0,29.0,4.0,7.0,False,False,14,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
823837-680742,823837,2026-07-29,PHI,MIA,A,680742,Jonathan Bowlan,RELIEF_OR_BULK,1.0,14.0,3.0,3.0,14.0,14.0,3.0,3.0,False,False,18,5,3,2,2,1,1,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
823837-686751,823837,2026-07-29,PHI,MIA,A,686751,Seth Johnson,RELIEF_OR_BULK,3.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,False,False,17,4,2,0,0,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
823837-690978,823837,2026-07-29,MIA,PHI,H,690978,Dax Fulton,RELIEF_OR_BULK,3.0,49.0,11.0,6.0,0.0,0.0,0.0,0.0,False,False,26,7,6,0,0,0,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
823351-669387,823351,2026-07-29,PIT,AZ,H,669387,Carmen Mlodzinski,RELIEF_OR_BULK,2.0,33.0,9.0,6.0,0.0,33.0,0.0,9.0,False,False,30,10,9,0,0,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
823351-805299,823351,2026-07-29,AZ,PIT,A,805299,Brandyn Garcia,RELIEF_OR_BULK,0.0,8.0,1.0,1.0,8.0,33.0,1.0,8.0,True,False,17,4,3,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
822702-592866,822702,2026-07-29,WSH,TOR,H,592866,Trevor Williams,RELIEF_OR_BULK,,,,,,,,,,,15,4,4,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,,,
822702-643511,822702,2026-07-29,TOR,WSH,A,643511,Tyler Rogers,RELIEF_OR_BULK,1.0,8.0,3.0,3.0,8.0,8.0,3.0,3.0,False,False,15,4,1,1,1,2,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
822702-668820,822702,2026-07-29,WSH,TOR,H,668820,Max Kranick,RELIEF_OR_BULK,2.0,17.0,4.0,3.0,0.0,17.0,0.0,4.0,False,False,17,6,3,1,1,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
822702-678868,822702,2026-07-29,WSH,TOR,H,678868,Eddy Yean,RELIEF_OR_BULK,1.0,20.0,10.0,7.0,20.0,20.0,10.0,10.0,False,False,11,2,1,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,STARTER,MLB,False
822702-686973,822702,2026-07-29,TOR,WSH,A,686973,Louis Varland,RELIEF_OR_BULK,1.0,15.0,5.0,3.0,15.0,15.0,5.0,5.0,False,False,20,7,6,0,0,1,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v109_sheet01_0729.csv,QA_VALIDATED_PBP_V109,RELIEF_OR_BULK,MLB,False
