RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
822946-518886,822946,2026-07-30,TB,TEX,H,518886,Craig Kimbrel,RELIEF_OR_BULK,1.0,30.0,6.0,3.0,30.0,30.0,6.0,6.0,False,False,14,4,2,0,0,1,1,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,5,Top,36,39
822946-571927,822946,2026-07-30,TB,TEX,H,571927,Steven Matz,RELIEF_OR_BULK,1.0,22.0,5.0,4.0,22.0,22.0,5.0,5.0,False,False,33,7,6,0,0,0,1,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,6,Top,43,53
822946-592155,822946,2026-07-30,TB,TEX,H,592155,Cam Booser,RELIEF_OR_BULK,7.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,False,False,11,3,2,1,1,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,4,Top,28,35
822946-594835,822946,2026-07-30,TEX,TB,A,594835,Marco Gonzales,RELIEF_OR_BULK,8.0,49.0,13.0,9.0,0.0,0.0,0.0,0.0,False,False,68,15,9,1,1,5,2,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,2,Bot,10,33
822946-641329,822946,2026-07-30,TB,TEX,H,641329,Bryan Baker,RELIEF_OR_BULK,0.0,20.0,4.0,3.0,20.0,20.0,4.0,4.0,True,False,30,5,3,0,0,0,2,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,9,Top,66,70
822946-663556,822946,2026-07-30,TB,TEX,H,663556,Shane McClanahan,STARTER,5.0,71.0,19.0,15.0,0.0,0.0,0.0,0.0,False,False,49,12,9,1,1,0,2,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,1,Top,0,24
822946-664076,822946,2026-07-30,TB,TEX,H,664076,Garrett Cleavinger,RELIEF_OR_BULK,0.0,9.0,2.0,2.0,9.0,9.0,2.0,2.0,True,False,20,4,3,0,0,0,1,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,8,Top,57,60
822946-668390,822946,2026-07-30,TEX,TB,A,668390,Cole Winn,STARTER,3.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,12,3,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,1,Bot,4,6
822946-668984,822946,2026-07-30,TB,TEX,H,668984,Casey Legumina,RELIEF_OR_BULK,0.0,24.0,6.0,5.0,24.0,24.0,6.0,6.0,True,False,9,3,2,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,STARTER,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,4,Top,25,27
822946-682608,822946,2026-07-30,TEX,TB,A,682608,Peyton Gray,RELIEF_OR_BULK,1.0,13.0,3.0,2.0,13.0,13.0,3.0,3.0,False,False,28,7,6,1,1,1,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,5,Bot,40,49
822946-687239,822946,2026-07-30,TEX,TB,A,687239,Ben Peoples,RELIEF_OR_BULK,0.0,19.0,4.0,3.0,19.0,19.0,4.0,4.0,True,False,13,4,2,1,1,2,0,1,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,8,Bot,62,65
822946-695239,822946,2026-07-30,TEX,TB,A,695239,Robby Ahlstrom,RELIEF_OR_BULK,2.0,7.0,1.0,1.0,0.0,7.0,0.0,1.0,False,False,15,4,4,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,QA_VALIDATED_CANONICAL_V110,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-30.parquet,https://statsapi.mlb.com/api/v1.1/game/822946/feed/live,True,7,Bot,54,61
